date	plot	subplot	plant	inflor	height_cm	buds_1	open_1	nr_1	buds_2	open_2	nr_2	buds_3	open_3	nr_3	buds_4	open_4	nr_4	buds_5	open_5	nr_5	buds_6	open_6	nr_6	buds_7	open_7	nr_7	buds_8	open_8	nr_8	buds_9	open_9	nr_9	buds_10	open_10	nr_10	eggs_delia_flies	eggs_small_flies	eggs_total	flowers_with_eggs	notes	plotid	plantid	julian	open	buds	water	snow	water4
2018-06-25T00:00:00Z	4	A	69	1	NA	17	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A69	176	5	17	Addition	Early	Addition
2018-06-27T00:00:00Z	4	A	69	1	43	21	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	0	nectar robbing	4A	4A69	178	6	21	Addition	Early	Addition
2018-06-29T00:00:00Z	4	A	69	1	NA	11	7	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A69	180	7	11	Addition	Early	Addition
2018-07-02T00:00:00Z	4	A	69	1	NA	6	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	4A	4A69	183	5	6	Addition	Early	Addition
2018-07-06T00:00:00Z	4	A	69	1	NA	4	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A69	187	2	4	Addition	Early	Addition
2018-07-16T00:00:00Z	4	A	69	1	43	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	4A	4A69	197	0	0	Addition	Early	Addition
2018-07-20T00:00:00Z	4	A	69	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	4A	4A69	201	0	0	Addition	Early	Addition
2018-07-25T00:00:00Z	4	A	69	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A69	206	0	0	Addition	Early	Addition
2018-06-15T00:00:00Z	4	A	70	1	14	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A70	166	0	8	Addition	Early	Addition
2018-06-15T00:00:00Z	4	A	75	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A75	166	0	1	Addition	Early	Addition
2018-06-15T00:00:00Z	4	A	75	1	29	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A75	166	0	1	Addition	Early	Addition
2018-06-20T00:00:00Z	4	A	75	1	32	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	4A	4A75	171	0	11	Addition	Early	Addition
2018-06-22T00:00:00Z	4	A	75	1	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A75	173	1	5	Addition	Early	Addition
2018-06-25T00:00:00Z	4	A	75	1	NA	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A75	176	2	4	Addition	Early	Addition
2018-06-27T00:00:00Z	4	A	75	1	38	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	4A	4A75	178	2	7	Addition	Early	Addition
2018-06-29T00:00:00Z	4	A	75	1	NA	8	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A75	180	3	8	Addition	Early	Addition
2018-07-02T00:00:00Z	4	A	75	1	NA	6	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	4A	4A75	183	4	6	Addition	Early	Addition
2018-07-06T00:00:00Z	4	A	75	1	NA	6	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A75	187	2	6	Addition	Early	Addition
2018-07-11T00:00:00Z	4	A	75	1	NA	1	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A75	192	3	1	Addition	Early	Addition
2018-07-16T00:00:00Z	4	A	75	1	39	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	4A	4A75	197	0	0	Addition	Early	Addition
2018-07-20T00:00:00Z	4	A	75	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	4A	4A75	201	0	0	Addition	Early	Addition
2018-07-25T00:00:00Z	4	A	75	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A75	206	0	0	Addition	Early	Addition
2018-06-10T00:00:00Z	4	A	76	NA	NA	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A76	161	0	3	Addition	Early	Addition
2018-06-15T00:00:00Z	4	A	76	1	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A76	166	0	4	Addition	Early	Addition
2018-06-18T00:00:00Z	4	A	76	1	15	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A76	169	2	5	Addition	Early	Addition
2018-06-20T00:00:00Z	4	A	76	1	16	13	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	4A	4A76	171	2	13	Addition	Early	Addition
2018-06-22T00:00:00Z	4	A	76	1	NA	9	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A76	173	2	9	Addition	Early	Addition
2018-06-25T00:00:00Z	4	A	76	1	NA	6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A76	176	4	6	Addition	Early	Addition
2018-06-27T00:00:00Z	4	A	76	1	18	8	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	4A	4A76	178	3	8	Addition	Early	Addition
2018-06-29T00:00:00Z	4	A	76	1	NA	4	5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A76	180	5	4	Addition	Early	Addition
2018-07-02T00:00:00Z	4	A	76	1	NA	1	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	4A	4A76	183	3	1	Addition	Early	Addition
2018-07-06T00:00:00Z	4	A	76	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A76	187	1	1	Addition	Early	Addition
2018-07-20T00:00:00Z	4	A	76	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	4A	4A76	201	0	0	Addition	Early	Addition
2018-07-25T00:00:00Z	4	A	76	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A76	206	0	0	Addition	Early	Addition
2018-08-10T00:00:00Z	4	A	76	1	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	4A	4A76	222	1	5	Addition	Early	Addition
2018-08-15T00:00:00Z	4	A	76	1	NA	1	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	4A	4A76	227	3	1	Addition	Early	Addition
2018-06-15T00:00:00Z	6	C	78	1	26	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C78	166	0	6	Control	Normal	Mock rainout
2018-06-20T00:00:00Z	6	C	78	1	31	33	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	6C	6C78	171	0	33	Control	Normal	Mock rainout
2018-06-22T00:00:00Z	6	C	78	1	NA	26	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C78	173	1	26	Control	Normal	Mock rainout
2018-06-25T00:00:00Z	6	C	78	1	NA	23	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C78	176	7	23	Control	Normal	Mock rainout
2018-06-27T00:00:00Z	6	C	78	1	36	41	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	nectar robbing	6C	6C78	178	8	41	Control	Normal	Mock rainout
2018-06-29T00:00:00Z	6	C	78	1	NA	25	6	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C78	180	6	25	Control	Normal	Mock rainout
2018-07-05T00:00:00Z	6	C	78	1	NA	6	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	6C	6C78	186	8	6	Control	Normal	Mock rainout
2018-07-11T00:00:00Z	6	C	78	1	NA	2	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	6C	6C78	192	1	2	Control	Normal	Mock rainout
2018-07-16T00:00:00Z	6	C	78	1	36	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	6C	6C78	197	0	0	Control	Normal	Mock rainout
2018-07-20T00:00:00Z	6	C	78	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	6C	6C78	201	0	0	Control	Normal	Mock rainout
2018-07-25T00:00:00Z	6	C	78	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C78	206	0	0	Control	Normal	Mock rainout
2018-07-16T00:00:00Z	4	A	79	1	17	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	4A	4A79	197	2	1	Addition	Early	Addition
2018-06-20T00:00:00Z	6	C	82	1	17	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	6C	6C82	171	0	3	Control	Normal	Mock rainout
2018-06-22T00:00:00Z	6	C	82	1	NA	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C82	173	0	7	Control	Normal	Mock rainout
2018-06-25T00:00:00Z	6	C	82	1	NA	9	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C82	176	1	9	Control	Normal	Mock rainout
2018-06-27T00:00:00Z	6	C	82	1	23	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C82	178	1	11	Control	Normal	Mock rainout
2018-06-29T00:00:00Z	6	C	82	1	NA	8	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C82	180	4	8	Control	Normal	Mock rainout
2018-07-05T00:00:00Z	6	C	82	1	NA	6	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	6C	6C82	186	4	6	Control	Normal	Mock rainout
2018-07-11T00:00:00Z	6	C	82	1	NA	6	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	6C	6C82	192	1	6	Control	Normal	Mock rainout
2018-07-16T00:00:00Z	6	C	82	1	26	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	6C	6C82	197	1	2	Control	Normal	Mock rainout
2018-07-20T00:00:00Z	6	C	82	1	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	6C	6C82	201	0	1	Control	Normal	Mock rainout
2018-07-25T00:00:00Z	6	C	82	1	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C82	206	0	1	Control	Normal	Mock rainout
2018-07-31T00:00:00Z	6	C	82	1	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	6C	6C82	212	1	0	Control	Normal	Mock rainout
2018-06-10T00:00:00Z	4	A	83	NA	NA	9	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	flies-3	4A	4A83	161	1	9	Addition	Early	Addition
2018-06-15T00:00:00Z	4	A	83	1	NA	18	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2 have darker regions	4A	4A83	166	5	18	Addition	Early	Addition
2018-06-15T00:00:00Z	4	A	83	1	34	29	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A83	166	13	29	Addition	Early	Addition
2018-06-18T00:00:00Z	4	A	83	1	31	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A83	169	6	3	Addition	Early	Addition
2018-06-20T00:00:00Z	4	A	83	1	33	16	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	4A	4A83	171	9	16	Addition	Early	Addition
2018-06-22T00:00:00Z	4	A	83	1	NA	3	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A83	173	7	3	Addition	Early	Addition
2018-06-25T00:00:00Z	4	A	83	1	NA	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A83	176	0	5	Addition	Early	Addition
2018-06-27T00:00:00Z	4	A	83	1	13	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	4A	4A83	178	3	3	Addition	Early	Addition
2018-07-06T00:00:00Z	4	A	83	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A83	187	0	0	Addition	Early	Addition
2018-07-11T00:00:00Z	4	A	83	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A83	192	0	0	Addition	Early	Addition
2018-07-16T00:00:00Z	4	A	83	1	32.5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	4A	4A83	197	0	0	Addition	Early	Addition
2018-07-20T00:00:00Z	4	A	83	1	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	4A	4A83	201	0	1	Addition	Early	Addition
2018-07-25T00:00:00Z	4	A	83	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4A	4A83	206	1	1	Addition	Early	Addition
2018-06-10T00:00:00Z	2	B	87	NA	NA	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2B	2B87	161	0	3	Control	Early	Mock rainout
2018-06-15T00:00:00Z	2	B	87	2	NA	5	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1 in open	2B	2B87	166	0	5	Control	Early	Mock rainout
2018-06-22T00:00:00Z	2	B	87	1	NA	9	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2B	2B87	173	6	9	Control	Early	Mock rainout
2018-06-22T00:00:00Z	6	C	87	2	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C87	173	0	2	Control	Normal	Mock rainout
2018-06-25T00:00:00Z	6	C	87	2	NA	1	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C87	176	0	1	Control	Normal	Mock rainout
2018-06-27T00:00:00Z	6	C	87	2	21	2	0	NA	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C87	178	1	12	Control	Normal	Mock rainout
2018-06-29T00:00:00Z	6	C	87	3	NA	13	1	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C87	180	1	14	Control	Normal	Mock rainout
2018-07-05T00:00:00Z	6	C	87	2	NA	13	2	1	10	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	6C	6C87	186	6	23	Control	Normal	Mock rainout
2018-07-11T00:00:00Z	6	C	87	2	NA	3	3	3	2	8	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	6C	6C87	192	11	5	Control	Normal	Mock rainout
2018-07-16T00:00:00Z	6	C	87	2	33.5	4	0	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	6C	6C87	197	1	5	Control	Normal	Mock rainout
2018-07-20T00:00:00Z	6	C	87	2	NA	5	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C87	201	0	5	Control	Normal	Mock rainout
2018-07-25T00:00:00Z	6	C	87	2	NA	1	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6C	6C87	206	0	1	Control	Normal	Mock rainout
2018-07-31T00:00:00Z	6	C	87	2	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	6C	6C87	212	1	0	Control	Normal	Mock rainout
2018-06-10T00:00:00Z	2	C	89	NA	NA	9	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	flies since Wed.	2C	2C89	161	1	9	Reduction	Early	Reduction
2018-06-15T00:00:00Z	2	C	89	1	40	18	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1 fly, 3 eggs, 2 buds damaged, fallen off, 1 black on corrolla tube, 5 flowers damaged	2C	2C89	166	7	18	Reduction	Early	Reduction
2018-06-15T00:00:00Z	2	C	89	1	NA	22	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2C	2C89	166	0	22	Reduction	Early	Reduction
2018-06-18T00:00:00Z	2	C	89	1	38	13	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2C	2C89	169	10	13	Reduction	Early	Reduction
